Tail,Anal,LB,UB,Pelvic,Pectoral,Dorsal,Head,Fish_ID,Day,Standard_length,Parasite_strain,Fish_strain,Sex_fish
NA,NA,NA,NA,NA,NA,NA,NA,153,13,17,Gt,UA,Female
NA,NA,NA,NA,NA,NA,NA,NA,153,15,17,Gt,UA,Female
NA,NA,NA,NA,NA,NA,NA,NA,153,17,17,Gt,UA,Female
4,0,0,0,0,0,0,0,154,1,18,Gt,LA,Female
6,0,0,0,0,1,1,0,154,3,18,Gt,LA,Female
6,3,3,0,0,1,1,0,154,5,18,Gt,LA,Female
7,0,12,0,3,0,5,0,154,7,18,Gt,LA,Female
3,11,25,2,3,4,6,0,154,9,18,Gt,LA,Female
0,2,28,8,5,22,0,4,154,11,18,Gt,LA,Female
NA,NA,NA,NA,NA,NA,NA,NA,154,13,18,Gt,LA,Female
NA,NA,NA,NA,NA,NA,NA,NA,154,15,18,Gt,LA,Female
NA,NA,NA,NA,NA,NA,NA,NA,154,17,18,Gt,LA,Female
2,0,0,0,0,0,1,0,155,1,18.5,Gt,LA,Female
7,0,0,0,0,0,0,0,155,3,18.5,Gt,LA,Female
14,0,2,0,0,0,0,0,155,5,18.5,Gt,LA,Female
10,3,7,0,7,0,4,0,155,7,18.5,Gt,LA,Female
5,10,23,1,8,10,0,0,155,9,18.5,Gt,LA,Female
4,2,24,8,11,14,1,0,155,11,18.5,Gt,LA,Female
1,1,5,1,8,10,0,0,155,13,18.5,Gt,LA,Female
7,2,0,0,0,3,0,0,155,15,18.5,Gt,LA,Female
NA,NA,NA,NA,NA,NA,NA,NA,155,17,18.5,Gt,LA,Female
4,0,0,0,0,0,0,0,156,1,15,Gt,LA,Male
8,0,2,0,1,1,0,0,156,3,15,Gt,LA,Male
5,2,3,0,1,1,0,0,156,5,15,Gt,LA,Male
1,5,6,0,0,3,0,0,156,7,15,Gt,LA,Male
1,1,2,0,0,0,1,0,156,9,15,Gt,LA,Male
0,0,2,0,0,0,2,0,156,11,15,Gt,LA,Male
1,0,0,0,0,0,0,0,156,13,15,Gt,LA,Male
1,0,1,0,0,0,0,0,156,15,15,Gt,LA,Male
0,0,0,0,0,0,0,0,156,17,15,Gt,LA,Male
4,0,0,0,0,0,0,0,157,1,18,Gt,LA,Female
9,0,0,0,0,0,0,0,157,3,18,Gt,LA,Female
4,0,0,0,0,0,0,0,157,5,18,Gt,LA,Female
3,1,0,0,0,0,0,0,157,7,18,Gt,LA,Female
5,0,0,0,2,0,0,0,157,9,18,Gt,LA,Female
12,1,2,0,3,1,2,0,157,11,18,Gt,LA,Female
18,3,3,0,9,3,0,0,157,13,18,Gt,LA,Female
17,2,3,2,6,4,2,0,157,15,18,Gt,LA,Female
0,0,0,0,0,0,0,0,157,17,18,Gt,LA,Female
2,0,0,0,0,0,0,0,158,1,20,Gt,LA,Female
5,0,0,0,0,0,1,0,158,3,20,Gt,LA,Female
5,1,0,0,0,0,1,0,158,5,20,Gt,LA,Female
6,1,0,0,0,3,1,0,158,7,20,Gt,LA,Female
5,3,5,0,3,2,2,0,158,9,20,Gt,LA,Female
0,1,8,0,13,10,9,9,158,11,20,Gt,LA,Female
9,1,14,0,14,3,8,0,158,13,20,Gt,LA,Female
5,0,4,2,5,0,11,0,158,15,20,Gt,LA,Female
12,0,2,1,1,2,5,0,158,17,20,Gt,LA,Female
4,0,0,0,0,0,0,0,159,1,20,Gt,LA,Female
10,0,0,0,0,0,0,0,159,3,20,Gt,LA,Female
13,0,1,0,0,0,0,0,159,5,20,Gt,LA,Female
13,2,0,0,4,0,0,0,159,7,20,Gt,LA,Female
16,2,6,0,4,2,0,0,159,9,20,Gt,LA,Female
22,2,14,0,0,0,10,0,159,11,20,Gt,LA,Female
34,13,40,6,0,0,11,0,159,13,20,Gt,LA,Female
16,10,19,10,10,7,0,3,159,15,20,Gt,LA,Female
15,1,12,1,3,2,0,0,159,17,20,Gt,LA,Female
1,0,0,0,0,0,0,0,160,1,15,Gt3,UA,Male
1,1,0,0,0,1,0,0,160,3,15,Gt3,UA,Male
NA,NA,NA,NA,NA,NA,NA,NA,160,5,15,Gt3,UA,Male
NA,NA,NA,NA,NA,NA,NA,NA,160,7,15,Gt3,UA,Male
NA,NA,NA,NA,NA,NA,NA,NA,160,9,15,Gt3,UA,Male
NA,NA,NA,NA,NA,NA,NA,NA,160,11,15,Gt3,UA,Male
NA,NA,NA,NA,NA,NA,NA,NA,160,13,15,Gt3,UA,Male
NA,NA,NA,NA,NA,NA,NA,NA,160,15,15,Gt3,UA,Male
NA,NA,NA,NA,NA,NA,NA,NA,160,17,15,Gt3,UA,Male
2,0,0,0,0,0,0,0,162,1,19,Gt3,LA,Female
5,0,0,0,0,0,0,0,162,3,19,Gt3,LA,Female
3,1,2,0,2,0,0,0,162,5,19,Gt3,LA,Female
1,2,8,1,5,0,2,0,162,7,19,Gt3,LA,Female
4,2,20,5,3,2,8,0,162,9,19,Gt3,LA,Female
3,3,17,7,6,0,15,0,162,11,19,Gt3,LA,Female
20,6,33,47,9,0,10,0,162,13,19,Gt3,LA,Female
89,36,100,24,10,14,0,11,162,15,19,Gt3,LA,Female
NA,NA,NA,NA,NA,NA,NA,NA,162,17,19,Gt3,LA,Female
3,0,0,0,0,0,0,0,163,1,22,Gt3,LA,Female
3,0,1,0,0,0,0,0,163,3,22,Gt3,LA,Female
5,0,0,0,0,0,1,0,163,5,22,Gt3,LA,Female
5,0,0,0,0,0,0,0,163,7,22,Gt3,LA,Female
3,2,0,4,0,0,2,0,163,9,22,Gt3,LA,Female
6,4,6,0,5,2,2,2,163,11,22,Gt3,LA,Female
10,2,23,0,10,15,0,18,163,13,22,Gt3,LA,Female
NA,NA,NA,NA,NA,NA,NA,NA,163,15,22,Gt3,LA,Female
NA,NA,NA,NA,NA,NA,NA,NA,163,17,22,Gt3,LA,Female
2,0,0,0,0,0,0,0,164,1,22.5,Gt3,LA,Female
3,0,0,0,0,0,0,0,164,3,22.5,Gt3,LA,Female
0,1,0,0,1,0,1,0,164,5,22.5,Gt3,LA,Female
4,1,6,0,0,0,2,0,164,7,22.5,Gt3,LA,Female
4,2,2,6,11,2,10,1,164,9,22.5,Gt3,LA,Female
27,5,23,10,11,8,6,2,164,11,22.5,Gt3,LA,Female
74,16,12,13,21,30,24,1,164,13,22.5,Gt3,LA,Female
NA,NA,NA,NA,NA,NA,NA,NA,164,15,22.5,Gt3,LA,Female
NA,NA,NA,NA,NA,NA,NA,NA,164,17,22.5,Gt3,LA,Female
3,0,0,0,0,0,0,0,165,1,24,Gt3,LA,Female
1,0,0,0,0,0,0,0,165,3,24,Gt3,LA,Female
2,0,2,0,1,0,2,0,165,5,24,Gt3,LA,Female
1,0,2,0,5,0,0,0,165,7,24,Gt3,LA,Female
0,2,3,0,2,0,2,0,165,9,24,Gt3,LA,Female
2,1,1,6,0,6,0,0,165,11,24,Gt3,LA,Female
16,2,5,16,15,15,10,0,165,13,24,Gt3,LA,Female
24,13,6,20,0,20,14,0,165,15,24,Gt3,LA,Female
0,0,0,0,0,0,0,0,165,17,24,Gt3,LA,Female
3,0,0,0,0,0,0,0,166,1,17,Gt3,LA,Female
3,0,1,0,0,0,0,0,166,3,17,Gt3,LA,Female
4,0,0,0,0,0,2,0,166,5,17,Gt3,LA,Female
1,2,9,0,0,5,1,0,166,7,17,Gt3,LA,Female
4,3,28,2,0,5,0,0,166,9,17,Gt3,LA,Female
3,0,8,0,0,3,5,4,166,11,17,Gt3,LA,Female
2,0,4,0,0,0,0,0,166,13,17,Gt3,LA,Female
3,0,2,0,0,1,0,1,166,15,17,Gt3,LA,Female
0,0,0,0,0,0,0,0,166,17,17,Gt3,LA,Female
2,0,0,0,0,0,0,0,167,1,20,Gt3,LA,Female
3,0,0,0,0,0,0,0,167,3,20,Gt3,LA,Female
3,0,0,0,0,0,0,0,167,5,20,Gt3,LA,Female
3,0,0,0,0,0,3,0,167,7,20,Gt3,LA,Female
0,2,3,0,0,2,3,2,167,9,20,Gt3,LA,Female
0,1,7,1,2,0,1,0,167,11,20,Gt3,LA,Female
3,1,0,0,1,0,1,0,167,13,20,Gt3,LA,Female
2,4,0,3,0,3,0,0,167,15,20,Gt3,LA,Female
22,0,14,8,6,6,0,1,167,17,20,Gt3,LA,Female
